company_brand,sector,stage,amount_usd,what_it_does,year,city
lendingkart,Fintech,series d,11363000.0,Provides working capital loans and business loans to MSMEs,2020,Ahmedabad
illumnus,Edtech,seed,100000.0,Offers Collaborative learning management system for educational institutions,2020,
letstransport,Logitech,,1715000.0,Offers techno logistics solutions,2020,Bengaluru
winuall,Edtech,,,It helps coaching institutes in digitization,2020,Bengaluru
indian school finance company,Fintech,seed,5271000.0,NBFC that provides funding to education system,2020,Hyderabad
juicy chemistry,nan,series a,650000.0,It focuses on organic based skincare products,2020,
deeptek,Healthtech,,,AI enabled radiology platform,2020,Pune
stepathlon lifestyle,Fitness,,,It organises corporate wellness programs,2020,Mumbai
sindhuja microcredit,Fintech,,8700000.0,It provides financial services to self employed women entrepreneurs,2020,Noida
rentmojo,Rental,,3226000.0,"Rental platform for furniture, appliances & electronics",2020,Bengaluru
intello labs,Supply chain,series a,5900000.0,Standardisation and Quality control of fruits & vegetables,2020,Gurugram
sirionlabs,SaaS,series c,44000000.0,"Provides procurement, outsourcing services & contract management software",2020,Gurugram
magicpin,nan,,3879000.0,"It is a local discovery, rewards, and commerce platform",2020,Gurugram
grocurv,B2B,seed,,"It offers a wide range of business related services like Branding, marketing, sales etc.,",2020,Gurugram
refrens,SaaS,seed,1000000.0,"Offers a free invoicing, payments and expense management system",2020,Bengaluru
shiprocket,Logitech,series c,13000000.0,Tech enabled logistics aggregator,2020,
spyne,AI,pre series a,,Helps online businesses with visual content,2020,Gurugram
nykaa,Ecommerce,,8800000.0,Deals in cosmetic and wellness products,2020,Mumbai
docsapp,Healthtech,,9500000.0,Online doctor consultation app,2020,Bengaluru
phable,Healthtech,pre series a,1000000.0,"It creates an engagement loop between doctors, hospitals, and patients via its app",2020,
generic aadhaar,Pharma,,,It provides a platform for entrepreneurs to access generic  medicine at low cost,2020,
nium,Fintech,,,Open global money platform,2020,
mintoak,Fintech,pre series a,2000000.0,Merchant payment solutions startup,2020,Mumbai
vestspace,Spacetech,,10000000.0,It builds small satellite paltforms,2020,Pune
blackbuck,Logistics,,,Provides trucking services,2020,Bengaluru
vernacular ai,AI,series a,5100000.0,It offers Multiligual AI platform,2020,Bengaluru
clover,Agritech,,920000.0,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,2020,Bengaluru
varthana,Fintech,series d,15000000.0,Offers secured and unsecured loans,2020,Bengaluru
codeninja,SaaS,seed,,AI-powered 'no-code' platform which can generate application development code,2020,Bengaluru
metamerphosys,Insurance technology,pre series a,,Digital insurance platform for businesses,2020,Pune
rooter,Gaming,pre series a,1700000.0,Live sports engagement platform,2020,Delhi
aker foods,Foodtech & Logistics,,,Ai driven supply chain platform,2020,Pune
dailyhunt,Media,,35600000.0,News aggregator,2020,
pratilipi,Media,series c,9400000.0,A digital platform that connects readers and writers in various languages,2020,Bengaluru
biryani by kilo,Food,series b,790000.0,Online paltform to order biryani,2020,Delhi
consure medical,Healthtech,,480000.0,"Novel platform technologies to manage, diagnose, and treat various GI disorders",2020,Delhi
servify,nan,,250000.0,It is a technology company which serves as a platform for brands to offer end-to-end solutions to their users,2020,Mumbai
tessol,Logistics,series a,160000.0,It provides end to end cold chain logistics solutions,2020,Mumbai
remedo,Healthtech,pre series a,,"It helps doctors engage with patients, improve patient experience",2020,Noida
news reach,Media,,,"It is a platform that digitalises local newspaper publishers, reporters, stringers by aggregating their content",2020,Ahmedabad
roomsoom,Housing,,,It provides co-living and student rooms,2020,Noida
pedagogy,Edtech,,400000.0,It has a single subscription model that allows users to access books and digital courses.,2020,
classplus,Edtech,series b,8200000.0,"It provides mobile-first software for coaching institutes, tuition centres and private tutors",2020,Delhi
medlife,Pharmaceutical,,15500000.0,It solves inadequacies in the healthcare delivery system through technology,2020,Bengaluru
qin1,Edtech,,,It is alearning platform for kids in the age group 5 to 14 yrs,2020,Noida
mysun,Tech,pre series a,4257000.0,Platform for rooftop solar energy solutions,2020,Delhi
shopx,Ecommerce,,1410000.0,B2B retail operating system,2020,Bengaluru
sarva,Yoga & wellness,,,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,2020,
expertrons,AI,seed,,AI video bot platform for career hacks,2020,Mumbai
newsbytes,Digital Media,series a,1500000.0,News portal,2020,Gurugram
wagonfly,nan,,500000.0,Contactless shopping and delivery experience by using radio frequency to tag retail items,2020,Bengaluru
nira,Fintech,pre series a,2100000.0,It offers access and credit to working Indians,2020,
convosight,Data Analytics,pre series a,4000000.0,It helps business gain insights from its community on Facebook groups,2020,Hyderabad
fittr,Fitness,,2000000.0,Fitness Social Network & Consultation Platform,2020,Pune
asknbid,Investment Tech,,,It builds algorithmic investing-based tech products,2020,Bengaluru
bira91,Beverage,series c,20000000.0,Craft beer maker,2020,Bengaluru
finaureus technologies,Fintech,pre series a,,Provides investment management solutions,2020,Pune
guvi geek network pvt ltd,Edtech,pre series a,786000.0,Operates vernacular-language based education,2020,Chennai
loadshare,Logistics,series b,2004000.0,Provides technology based solutions to SMEs in logistics,2020,Bengaluru
vedantu,Edtech,series c,6800000.0,Onine learning platform,2020,Bengaluru
indusface,IT,,5000000.0,It provides IT security solutions,2020,
dmi group,Financial Services,,123000000.0,Pan-India Credit providing platform,2020,Delhi
credr,Automobile,,,A marketplace to buy and sell used bikes and scooters,2020,Mumbai
bijak,Agritech,series a,12000000.0,"It is a platform that gives agricultural commodity at better prices, increased working capital, and optimised logistics",2020,Gurugram
bugworks,Biopharma,,7500000.0,A drug discovery company that aims to discover novel treatment options for resistant bacterial infections,2020,Bengaluru
drinkprime,nan,seed,,Water purifier subscription service,2020,Bengaluru
yap,Fintech,series a,4500000.0,Banking and payment products-focused API platform,2020,Chennai
tattva,Beauty & wellness,,150000.0,Sells its organic and beauty products via marketplace,2020,Delhi
pariksha,Edtech,pre series a,,Platform for vernacular test-preparation,2020,Pune
dailyhunt,Media,,24000000.0,News aggregator,2020,
nobroker,Real Estate,,30000000.0,Online real estate rental startup,2020,Bengaluru
box8,Foodtech,,4000000.0,Enables to order food online,2020,Mumbai
capital float,Fintech,,15000000.0,Online platform that provides working capital finance to SMEs,2020,Bengaluru
itilite,Travel & SaaS,series b,13000000.0,Platform for business travel,2020,Bengaluru
morning context,Digital Media,seed,,A subscription-only digital media publisher,2020,
aavenir,SaaS,seed,2000000.0,Source-to-Pay Software,2020,Ahmedabad
savvy co op,Healthcare,,,It connects patients with healthcare companies,2020,
blive,Tourism & EV,pre series a,,"It offers experiential, guided tours on smart electric bikes",2020,
yellow messenger,AI,series b,20000000.0,It offers conversational chatbots,2020,Bengaluru
toch,Media Tech,,400000.0,AI based Video object detection and Tagging platform,2020,
ewar,Gaming,,200000.0,E-sports and real-time gaming startup,2020,Bengaluru
setu,Fintech,series a,14259000.0,"Offers open APIs across four categories: bills, savings, credit, and payments.",2020,
wellthy therapeutics,Healthtech,pre series a,4000000.0,It offers a digital therapeutics service,2020,Bengaluru
power gummies,Health,,,Offers health supplements related gummies,2020,Delhi
locale ai,Location Analytics,,,It helps companies with moving assets  increase revenues and demand using real time location data and analytics,2020,Bengaluru
fareye,Logistics,series d,24500000.0,"It enables businesses to execute, track, predict and oprimize the movements of goods",2020,Delhi
rebel foods,Food tech,,50000000.0,It runs internet kitchen,2020,
bankbazaar,Fintech,series d,3800000.0,Online marketplace that gives customers instant customised offers on loans and credit cards,2020,Chennai
porter,Logistics,series d,18370000.0,Logistics and fleet management,2020,Mumbai
sugarbox,Tech,,68525000.0,Hyperlocal data distribution platform,2020,Mumbai
capital float,Fintech,series f,4800000.0,Online platform that provides working capital finance to SMEs,2020,Bengaluru
big basket,E store,,60000000.0,Online grocery store,2020,Bengaluru
amica,Fintech,,2000000.0,Neobanking startup,2020,
vedantu,Edtech,series c,12500000.0,Onine learning platform,2020,Bengaluru
fingerlix,Food,,1834000.0,"It provides ready-to-cook products such as batters, mixes, curries, dals, parathas etc.,",2020,
plop,Tech,angel,,It Provides an interactive fiction entertainment platform to entertain & educate Gen Z & Millennials in a language they understand,2020,Mumbai
zupee,Gaming,series a,8000000.0,It runs live quiz tournaments on its app.,2020,
dehaat,Agritech,series a,12000000.0,Online marketplace for farming services and products,2020,
lido learning,Edtech,series b,7500000.0,Online teaching service,2020,Mumbai
aye finance,Fintech,,23850000.0,A finance lender to SMEs,2020,Gurugram
swiggy,Foodtech,series a,43000000.0,Platform to order food online from restaurants and getting it delievered,2020,Bengaluru
akna medical,Healthtech,,7000000.0,Provides supply solutions for surgical and pharmaceutical products.,2020,
zomato,Foodtech,,5000000.0,Online food delivery and restaurant discovery platform,2020,Gurugram
rara delivery,Logistics,seed,800000.0,Provides same day delivery service for ecommerce businesses,2020,
juspay,Fintech,series b,21600000.0,Online payment solutions,2020,Bengaluru
obviously ai,Data Science,,,It provides predictive insights to clients by leveraging their data,2020,
fingpay,Fintech,series a,3500000.0,Provides payment solutions,2020,Mumbai
recko,SaaS,series a,6000000.0,The platform enables AI-powered reconciliation of digital transactions,2020,Bengaluru
furlenco,Ecommerce,,10000000.0,Furniture rental startup,2020,Bengaluru
mera cashier,Fintech,,150000.0,App meant for small and micro businessmen to manage their transactions digitally,2020,Noida
kitchens centre,nan,seed,500000.0,Offers solutions to cloud kitchens by providing commercial space and kitchen infrastructure to assisting with branding and other services,2020,Delhi
camp k12,Edtech,seed,4000000.0,It connects students with tutors online,2020,Gurugram
medgenome,Healthtech,series d,55000000.0,Genetic diagnostic testing company,2020,Bengaluru
ergos,Agritech,,4598000.0,It enables farmers to digitise their foodgrain and also provide access to supply chain solutions,2020,Bengaluru
nykaa,Ecommerce,,13137000.0,Deals in cosmetic and wellness products,2020,Mumbai
samadhan,Insurance,seed,,They help find solutions to insurance related issues,2020,Delhi
sascan,Healthcare,,,Cancer diagnostics startup,2020,Bengaluru
lido learning,Edtech,,3000000.0,Online teaching service,2020,Mumbai
curefit,Health and Fitness,series d,115000000.0,"Integrated platform for food, fitness and meditation.",2020,Bengaluru
nimesa,SaaS,,,Cloud data managemnt solutions enterprise,2020,Bengaluru
design x,IoT,seed,200000.0,Builds IoT based products,2020,Noida
driftly electric,Automobile,,,Electric vehicle startup,2020,Bengaluru
imstrong,Fitness,seed,400000.0,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,2020,Bengaluru
craftsvilla,Marketplace,,3900000.0,Online marketplace for ethnic wear,2020,Mumbai
rupifi,Fintech,pre seed,,Offers financial products for SMEs,2020,Bengaluru
snackamor,Food,seed,,It offers various healthy snacks,2020,Mumbai
zealthy,Healthtech,seed,,"It connects women to healthproviders for specialities like infertility, maternity etc.,",2020,Bengaluru
coindcx,Fintech,series a,3000000.0,A cryptocurrency trading platform,2020,
nunu tv,Media,,670000.0,Kids-focussed Youtube channel,2020,
qtalk,Technology,seed,1600000.0,Smart Phone Dialer,2020,Bengaluru
shadez,Interior & decor,seed,100000.0,Paint Company,2020,Mumbai
excess2sell,Ecommerce,,1000000.0,B2B Marketplace for Overstock & Surplus Inventory,2020,Mumbai
stanplus,Healthtech,pre series a,1500000.0,Ambulance service,2020,Hyderabad
pitstop,Automobile,series a,2500000.0,Doorstep car service,2020,Bengaluru
univariety,Edtech,,1100000.0,Online marketplace that provides career counselling and college guidance,2020,Hyderabad
peel works,SaaS,series c,42.0,E-commerce for corner/retail stores.,2020,Mumbai
corestack,Technology,series a,8500000.0,Enterprise cloud governance technology startup,2020,Chennai
vivriti capital,Fintech,series b,50000000.0,Digital lending startup,2020,Chennai
agnikul,Spacetech,pre series a,3148000.0,"It designs, fabricates, tests and launch orbital class launch vehicles",2020,Chennai
fintso,Fintech,,2600000.0,Wealth management platform,2020,
khatabook,Fintech,,,It helps SMEs to maintain their accounts and ledger online.,2020,Bengaluru
smart coin,Fintech,series a,7000000.0,Consumer lending startup,2020,
zunroof,Cleantech,series a,3000000.0,"It specialises in solar rooftop design, installation, and management using technology",2020,Gurugram
shop101,Social e-commerce,series c,3900000.0,Enables entrepreneurs to sell online,2020,
om bhakti,FMCG,seed,,A puja cotton-wicks manufacturing startup,2020,Bengaluru
lal10,B2B,,1100000.0,It helps Indian artisans and SMEs reach out to global retailers,2020,Uttar Pradesh
anaxee digital runner,Tech,,,A tech-enabled ID verification and data collection startup,2020,Indore
collegekhabri,Edtech,,,Platform is an end-to-end college and career counselling platform for students,2020,Bhopal
ola electric,eMobility,,1000000.0,Electric vehicle,2020,Bengaluru
multi living,Real Estate,,6000000.0,"It curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants",2020,Mumbai
fampay,Fintech,seed,4700000.0,"It allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.",2020,Bengaluru
unboxrobotics labs,Automation tech,seed,500000.0,Automated flexible parcel sorting solutions for logistics providers,2020,Bengaluru
karbon card,Fintech,seed,2000000.0,Specialisde corporate cards for startups,2020,Bengaluru
airmeet,Media & Networking,,3000000.0,"A platform to host, discover, and attend fully remote events like conferences and professional meet-ups",2020,Bengaluru
innerchef,Foodtech,,1000000.0,Cloud kitchen platform,2020,Gurugram
epigamia,FMCG,series c,2558000.0,Flavoured and greek yoghurt brand,2020,Mumbai
stylenook,Ecommerce,,,Marketplace for fashionable apparel,2020,Mumbai
callido learning,Edtech,,,Provides a structured educational approach to critical thinking and problem solving skills,2020,Mumbai
soxytoes,Ecommerce,,,Online store to buy various types of socks including funky and colorful socks,2020,Delhi
f5,E-market,seed,,Retail Aggregator,2020,Delhi
paper boat,Food & Beverages,,4049500.0,Ecommerce platform for beverages and snacks,2020,Bengaluru
strata,Proptech,seed,1500000.0,Real estate investment platform,2020,Bengaluru
salesken,AI & Data science,series a,8000000.0,Provides sales professionals with intelligence on various aspects of the sales pitch,2020,Bengaluru
arya,Agritech,series b,6000000.0,Provides post-harvest services across the agricultural value chain,2020,Noida
leap finance,Fintech,,5500000.0,Provides education loans to students based on the student’s future income,2020,Bengaluru
sleepy owl,Beverages,,,"It sells ready to drink cold brew coffees, brew boxes and packs.",2020,Delhi
tricog,Healthtech,series b,10500000.0,Provides virtual cardiology services through its AI-powered healthcare platforms,2020,Bengaluru
gogobus,Travel tech,,,Inter-City Mobility Startup,2020,Delhi
trell,Social e-commerce,pre series a,4000000.0,Allows users to share their travel experiences,2020,Bengaluru
spaciya consultants,Real Estate,pre series a,500000.0,Real estate consultancy firms,2020,Noida
bounce,Automotive and Rentals,,6500000.0,Offers a variety of bikes and scooters that can be rented on a subscription basis,2020,Bengaluru
neeman,Ecommerce,pre series a,1000000.0,An eco-conscious footwear brand making comfortable shoes using Merino Wool,2020,
chqbook,Fintech,series a,5000000.0,"Marketplace for small business owners, offering them products around lending, credit cards etc",2020,Gurugram
smecorner,Fintech,series b,30000000.0,Financial lending firm to SMEs,2020,Mumbai
oda class,Edtech,pre series a,,"It offers content and material via video, adopting a dual-teacher model with IIT and NIT alumni",2020,Bengaluru
gostops,Accomodation,,,A premium chain of youth hostels catering to the millennials,2020,Delhi
vogo,Automotive,series c,20000000.0,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,2020,Bengaluru
flick stree,AI & Media,series a,3000000.0,Artificial intelligence-based video publishing network,2020,Mumbai
qure ai,Healthtech,,16000000.0,Provides interpretations of radiology scans,2020,Mumbai
minionlabs,Machine Learning,,,It leverages a Machine Learning-based approach to generate a comprehensive report on predictive analytics,2020,Bengaluru
phoneparloan,Fintech,,,Provides easy loans,2020,Delhi
railyatri,Travel,,13800000.0,A complete Indian railways app,2020,Noida
ajnalens,Deeptech,pre series a,1500000.0,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence",2020,Thane
pepper,Content Marktplace,seed,306900.0,End to end content creation platform,2020,Mumbai
rupeek,Fintech,,30000000.0,An asset backed online lending platform,2020,Bengaluru
imerit,IT,series b,20000000.0,Turns information into data that is usable for machine learning processes,2020,Kolkata
bharatpe,Fintech,series c,75000000.0,Digital payments platform,2020,Delhi
invideo,Visual Media,,2500000.0,Video production and editing platform,2020,
avalonmeta,Edtech,,420000.0,It combines higher education and competitive gaming,2020,
near store,Ecommerce,seed,300000.0,Enables a shop to create an online presence,2020,Mumbai
electorq,Automobile,,,Electric vehicle startup,2020,Delhi
prayaan capital,Fintech,seed,1200000.0,"NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)",2020,Chennai
sanfe,Hygiene,pre series a,1100000.0,Women health care and wellness product,2020,Delhi
go desi,Foodtech,seed,627300.0,Provides traditional delicacies,2020,Delhi
swiggy,Foodtech,series a,113000000.0,Platform to order food online from restaurants and getting it delievered,2020,Bengaluru
whatfix,SaaS,series c,32000000.0,"Digital adoption platform that helps companies provide intuitive onboarding, training and support",2020,Bengaluru
unacademy,Edtech,series e,110000000.0,Platform that offers online education in India,2020,Bengaluru
zvesta,Proptech,,5500000.0,An online platform where users can search and buy properties listed by developers and brokers,2020,Gurugram
dunzo,Logistics,,11000000.0,India-based hyperlocal delivery startup,2020,Bengaluru
digit insurance,Insurtech,,340000.0,General Insurance Company,2020,Bengaluru
yolo,Transport,seed,600000.0,Intercity transportation,2020,Gurugram
smartvizx,VR & SaaS,pre series a,1397000.0,It developed India’s first VR-based design communication and collaboration product Trezi,2020,
maxwholesale,Ecommerce,series a,3000000.0,B2B ecommerce platform for kirana stores,2020,Delhi
carbon clean,Cleantech,,16000000.0,Develops affordable carbon capture technology,2020,
onsitego,Sales & Services,series b,19000000.0,It offers post-purchase services through a network of brand authorised service centres throughout the country,2020,
genius corner,Edtech,,250000.0,Framework to enable personalised learning using artificial intelligence (AI) and machine learning (ML).,2020,Noida
planetspark,Edtech,,448500.0,Provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof,2020,Gurugram
camcom,AI & Deep learning,,,AI automation platform for enterprise quality control,2020,Bengaluru
simsim,Social Commerce,series b,8000000.0,It enables community opinion influencers to sell products to thousands of micro-communities in India,2020,Bengaluru
shuttl,Transport,series c,7975700.0,App based bus aggregator serice,2020,Delhi
hooliv,Housing & Rentals,,,Student Co-living startup,2020,Delhi
classmonitor,Edtech,,,The learning platform that blends curriculum-based activities for children,2020,Indore
friyey,Co-working,,,Co working space startup,2020,Pune
oga,Fitness,,330000.0,Provides interactive fitness experience to people across the world,2020,Bengaluru
big basket,Estore,,3500000.0,Online grocery store,2020,Bengaluru
cyfirma,SaaS,series a,,Offer cybersecurity services,2020,Bengaluru
innoviti,nan,,5000000.0,Digital payments solutions company,2020,Bengaluru
paytm money,Fintech,,5600000.0,Wealth Management,2020,Bengaluru
vedantu,Edtech,series c,24000000.0,Onine learning platform,2020,Bengaluru
yap,Fintech,,1402000.0,Banking and payment products-focused API platform,2020,Chennai
clover,Agritech,series a,5500000.0,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,2020,Bengaluru
nova credit,Fintech,series b,50000000.0,Cross-border consumer credit startup,2020,
codingninjas,Edtech,series a,5200000.0,Online learning platform,2020,Delhi
furlenco,Ecommerce,series c,2200000.0,Furniture rental startup,2020,Bengaluru
brickbolt,nan,pre series a,1500000.0,Operates in the residential construction space,2020,Bengaluru
hempstreet,Healthtech,pre series a,1000000.0,Manufacturer of ayurvedic medicines based on cannabis,2020,
moengage,Marketing,series c,25000000.0,Customer analytics and cross-channel engagement platform,2020,Bengaluru
classplus,Edtech,pre series a,2500000.0,It allows coaching centres to take their brick-and-mortar setup online,2020,
chaayos,Beverages,,21500000.0,Provides customised range of tea,2020,
petpooja,SaaS,,2000000.0,Restaurant management software provider,2020,Ahmedabad
altor,Tech,,,Makes helmets that are IoT and AI enabled,2020,
pepperfry,E-market,series f,40000000.0,Online home furniture marketplace,2020,Mumbai
firstcry,E-market,series e,296000000.0,Baby products marketplace,2020,Pune
byjus,Edtech,,200000000.0,Provides online learning classes,2020,
waycool,Agritech,series c,32000000.0,Food development and distribution services,2020,Chennai
workindia,HR tech,,6000000.0,An online and mobile-based platform that connects companies with blue collar employees.,2020,
qyuki,Media,,3500000.0,Multi-channel broadcast network,2020,Mumbai
leap india,Agritech,series b,30000000.0,Agricultural warehousing and logistics company,2020,Coimbatore
picxy,Media,,250000.0,Stock photo industry,2020,Hyderabad
krimanshi,Agritech,,20000.0,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,2020,Jodhpur
neetprep,Edtech,,,Provides crash course for NEET preparation,2020,Delhi
dot pvt ltd,Fintech,seed,8000000.0,It provides digital transformation and commerce solutions to brick and mortar outlets,2020,Gurugram
kuku fm,Media,series a,5500000.0,A podcast platform,2020,Mumbai
supermoney,Fintech,pre series a,1000000.0,Provides financial tools for effective business making,2020,Mumbai
rebel foods,Food tech,,4900000.0,It runs internet kitchen,2020,
alphavector,E tailor,,,It sells modern age bicycles named FROG,2020,Bengaluru
fox capital,Fintech,,2500000.0,Digital lending startup,2020,Jaipur
tribe theory,Accomodation,,3500000.0,An entrepreneur-focused hostel chain present in multiple locations across the world.,2020,Bengaluru
fleetx,SaaS,series a,1402400.0,Fleet management and predictive analytics platform,2020,
embibe,Edtech,,12618300.0,It provides AI-based data analytics to personalise learning outcomes,2020,Mumbai
entri,Edtech,seed,1400000.0,It is a app that provides different types of learning content in local languages,2020,Kochi
oye rickshaw,E-mobility,series a,10000000.0,App-based electric rickshaw hailing service,2020,
seal professional,Edtech,pre series a,,Trains students in managemnt and leadership skills and also helps in placement,2020,Bengaluru
sprinng foods,Food,,,Provides Gluten-free food,2020,Mumbai
1mg,Healthtech,,9900000.0,Online pharmacy,2020,Gurugram
aagey,Fintech,,,Provides financial assistance to MSMEs,2020,Bengaluru
doubtnut,Edtech,series a,15000000.0,Multi-lingual digital solutions platform for students,2020,Gurugram
adonmo,Ad-tech,,3000000.0,It is an online and outdoor advertising company,2020,Bengaluru
racenergy,E-mobility,seed,,It builds electric vehicles and supporting infrastructure,2020,
bharatpe,Fintech,,100000000.0,Digital payments platform,2020,Delhi
kisan network,Agritech,seed,3000000.0,Integrated supply chain for farmers to sell their produce directly to buyers,2020,Gurugram
vogo,Automotive,series c,35000000.0,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,2020,Bengaluru
yolo,Transport,seed,600000.0,Intercity transportation startup,2020,Gurugram
unotech,SaaS,,2000000.0,It develops fully-customisable open source software,2020,Mumbai
zetwerk,Marketplace,,2200000.0,B2B marketplace that connects manufacturing companies for industrial equipements,2020,Bengaluru
cureskin,Healthtech,,500000.0,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,2020,Bengaluru
wizklub,Edtech,seed,982530.0,Helps students solve problems at complex level,2020,Bengaluru
interviewbit,Edtech,series a,200000000.0,Platform that provides coding and interview preparation course by industry professionals from tech companies,2020,Pune
moneytap,Fintech,series b,70185200.0,App-based consumer credit line that gives customers access to credit on tap.,2020,
uniplatform tech,SaaS,,,Runs real estate SaaS platform MultiplyMyLeads.com.,2020,Delhi
indwealth,Fintech,series c,12000000.0,An Artificial Intelligence and Machine learning based wealth management platform,2020,Gurugram
bizongo,Marketplace,series c,30000000.0,A B2B marketplace for packaging materials,2020,Mumbai
appsflyer,SaaS,series d,210000000.0,Mobile marketing analytics and attribution platform,2020,Bengaluru
digit insurance,Insurtech,,84000000.0,General Insurance Company,2020,Bengaluru
livspace,Interior Design,series d,60000000.0,It offers end-to-end home design experience for homeowners and home designers,2020,Bengaluru
getvantage,Fintech,seed,,Revenue based finance provider,2020,Mumbai
konfinity,Edtech,,,Provides online coding courses,2020,Noida
pine labs,Fintech,,,Retail payment and hardware company,2020,Noida
instoried,SaaS,,,Augmented writing platform which improves customer interest and engagement.,2020,Delhi
loginext,Transport Automation,series b,39000000.0,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service",2020,
samosa singh,Food,series a,2700000.0,Offers hygienic Indian Snacks,2020,Bengaluru
crysta,Healthtech,pre series a,1403400.0,Offers diagnostic and screening services with regular counselling and clinical data management,2020,Delhi
eupheus learning,Edtech,series a,4300000.0,"Provides technology-led, subscription-based learning solutions to schools",2020,New Delhi
bounce,Automotive and Rentals,series d,105000000.0,Offers a variety of bikes and scooters that can be rented on a subscription basis,2020,Bengaluru
park,Techonology,,11000000.0,It is engaged in bringing digitization in parking,2020,
goodmylk,Dairy,seed,400000.0,Provides Vegan dairy products,2020,Bengaluru
smartkarrot,SaaS,,1000000.0,It tracks customers’ real-time digital behaviour,2020,
skylo,IoT,series b,103000000.0,Provides affordable and ever present network that connects machines or sensors,2020,
zoomcar,Transport & Rentals,series d,30000000.0,A car rental service platform,2020,Bengaluru
mera cashier,Fintech,seed,250000.0,App meant for small and micro businessmen to manage their transactions digitally,2020,Noida
samya ai,SaaS,seed,6000000.0,Revenue growth AI startup in the consumer packed goods (CPG) space,2020,
kristal ai,AI,series a,6000000.0,Provides Algorithm-based financial services,2020,
invento robotics,AI Robotics,seed,281300.0,Known for Mitra Series of Robots,2020,
zimyo,HR tech,,,Automates everyday HR processes with integrated solutions,2020,Gurugram
sabse sasta dukaan,Pharmaceutical,,,Online pharmacy dealing in medicines,2020,Kolkata
fitphilia,Healthtech,,,Provides IoT-enabled treadmill,2020,Mumbai
medicus,Healthtech,,12700.0,AI-based platform that explains and interprets blood tests and medical reports,2020,Mumbai
monech,Fintech,seed,12700.0,Automated platform which will help users to take their financial decisions,2020,Mumbai
teach us,Edtech,seed,12700.0,Educational portal which enables the students to access information related to education at one common platform,2020,
dealberg,B2B marketplace,,,Deals in office supplies,2020,Bengaluru
phenom people,HR tech,series c,30000000.0,It redefines the means to search for a job and recruit top talent,2020,
extra edge,Edtech,pre series a,700000.0,Admission Marketing Automation software for the education industry,2020,Pune
capital quotient,Fintech,,600000.0,Investment advisor,2020,Bengaluru
karfa,Ecommerce,seed,25000.0,It sells products crafted by artisans,2020,Delhi
gamerji,Gaming,,400000.0,Esports tournament platform,2020,
bounce,Automotive and Rentals,series d,97500000.0,Offers a variety of bikes and scooters that can be rented on a subscription basis,2020,Bengaluru
zinier,Automation,series c,90000000.0,Provides intelligent field service automation,2020,Bengaluru
proeves,Preschool Daycare,seed,507000.0,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers",2020,Delhi
toddle,nan,,,Collaboration and productivity platform for teachers across the world,2020,Bengaluru
aesthetic nutrition,Food diet,pre series a,,Markets and sells chewable dietary supplements,2020,
capital float,Fintech,,15000000.0,Digital lending,2020,Bengaluru
ninjacart,B2B Agritech,series c,10000000.0,Online grocery delivery platform,2020,Bengaluru
technifybiz,B2B Agritech,seed,2000000.0,Online marketplace for non-perishable food items,2020,
wysh,E-connect,series a,2000000.0,Celebrity engagement and wishing platform,2020,Hyderabad
keito,AI,seed,160000.0,Enterprise productivity startup,2020,Pune
klub,Fintech,pre seed,2000000.0,Provides growth financing to high-affinity brands,2020,
aadhar,Ecommerce,seed,,Ayurveda wellness and lifestyle consumer brand,2020,Mumbai
incubatehub,Tech hub,,,Provides platform for Corporates to connect establish brand presence among innovation community,2020,Bengaluru
rage coffee,FMCG,,,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,2020,Delhi
skilancer,Technology,,,Solar module cleaning system [MCS] providers,2020,Noida
harappa education,Edtech,,,Provides online courses on foundational skills,2020,New Delhi
rheo,Entertainment,,2000000.0,Online e-sports streaming and community platform,2020,
axio biosolutions,Medtech,series b,5200000.0,Medical device manufacturer,2020,Bengaluru
techbooze,Consultancy,series a,15000000.0,"Business Development, Consulting and Funding facilitator for Startups Enterprise",2020,
paymart,Fintech,,,Provides cardless cash withdrawals through small merchants shops,2020,Chandigarh
testbook,Edtech,series b,8400000.0,Helps students prepare online for competitive exams,2020,
faballey,Ecommerce,,1100000.0,Online fashion store,2020,Noida
haikujam,nan,,3400000.0,Creative writing mobile platform,2020,
mamaearth,Ecommerce,series a,18300000.0,Online baby and mother care brand,2020,
